,methodA,methodB,weight
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.PersistenceLayer.updateUserWithPassword,0.19230769230769232
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.SqlData,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.addParameter,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.applyParametersToPreparedStatement,0.08333333333333333
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.createEmpty,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.equals,0.07407407407407407
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.hashCode,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.isEmpty,0.045454545454545456
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlData.toString,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.persistence.SqlRuntimeException.SqlRuntimeException,0.047619047619047616
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.tomcat.WebAppListener.contextDestroyed,0.043478260869565216
0,com.coveros.training.authentication.LoginServlet.doPost,com.coveros.training.tomcat.WebAppListener.contextInitialized,0.037037037037037035
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.LoginServlet.doPost,0.08695652173913043
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.LoginUtils.createEmpty,0.375
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.LoginUtils.isUserRegistered,0.5555555555555556
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegisterServlet.doPost,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegisterServlet.forwardToResult,0.15789473684210525
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegistrationUtils.RegistrationUtils,1.0
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,0.15
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,0.2857142857142857
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegistrationUtils.processRegistration,0.2222222222222222
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,0.4
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,0.5
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResult.createDefault,0.5
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResult.equals,0.42857142857142855
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,0.4
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResult.toString,0.4
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.PasswordResultEnums.PasswordResultEnums,0.2222222222222222
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,0.5
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,0.375
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.RegistrationResult.hashCode,0.3333333333333333
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.RegistrationResult.toString,0.4
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.RegistrationStatusEnums,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.User,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.createEmpty,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.equals,0.2222222222222222
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.hashCode,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.isEmpty,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.authentication.domainobjects.User.toString,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.helpers.CheckUtils.IntParameterMustBePositive,0.2857142857142857
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.helpers.StringUtils.makeNotNullable,0.42857142857142855
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryLendServlet.doPost,0.09090909090909091
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryRegisterBookServlet.doPost,0.15
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,0.13043478260869565
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.LibraryUtils,0.6666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.createLoan,0.4444444444444444
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.isEmpty,0.3
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.listAllBooks,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.listAllBorrowers,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.listAvailableBooks,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.registerBook,0.36363636363636365
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.registerBorrower,0.36363636363636365
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.saveNewBook,0.3333333333333333
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.saveNewBorrower,0.5714285714285714
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForBookById,0.3333333333333333
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForBookByTitle,0.2857142857142857
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForBorrowerById,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForBorrowerByName,0.5
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForLoanByBook,0.42857142857142855
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.LibraryUtils.searchForLoanByBorrower,0.3333333333333333
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.Book,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.createEmpty,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.equals,0.2
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.hashCode,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.isEmpty,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Book.toString,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Borrower.Borrower,0.2857142857142857
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Borrower.equals,0.375
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Borrower.hashCode,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Borrower.isEmpty,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Borrower.toString,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.LibraryActionResults.LibraryActionResults,0.2222222222222222
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Loan.Loan,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Loan.equals,0.2857142857142857
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Loan.hashCode,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.library.domainobjects.Loan.isEmpty,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.mathematics.MathServlet.doPost,0.06666666666666667
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.mathematics.MathServlet.forwardToResult,0.06666666666666667
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.mathematics.MathServlet.putNumberInRequest,0.07142857142857142
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.mathematics.MathServlet.setResultToSum,0.0625
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.ParameterObject.equals,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.areCredentialsValid,0.13333333333333333
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.bytesToHex,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.createExtractor,0.16666666666666666
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.createHashedValueFromPassword,0.25
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.createLoan,0.06666666666666667
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.deleteBook,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.deleteBorrower,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.executeUpdateTemplate,0.09523809523809523
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.getBorrowerName,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.listAllBooks,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.listAllBorrowers,0.1
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.listAvailableBooks,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.listBooks,0.1
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.obtainConnectionPool,0.058823529411764705
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.prepareStatementWithKeys,0.11764705882352941
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.runBackup,0.125
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.runRestore,0.1
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.saveNewBook,0.0625
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.saveNewBorrower,0.06666666666666667
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.searchBooksById,0.09090909090909091
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.searchBooksByTitle,0.15789473684210525
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.searchBorrowerDataByName,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.searchBorrowersById,0.09090909090909091
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.searchForUserByName,0.07692307692307693
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.updateBorrower,0.2
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.PersistenceLayer.updateUserWithPassword,0.23076923076923078
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.SqlData.SqlData,0.1
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.SqlData.equals,0.07692307692307693
0,com.coveros.training.authentication.LoginUtils.LoginUtils,com.coveros.training.persistence.SqlData.generateParams,0.2
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.LoginServlet.doPost,0.18181818181818182
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.LoginUtils.LoginUtils,0.375
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.LoginUtils.isUserRegistered,0.25
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegisterServlet.doPost,0.21739130434782608
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegisterServlet.forwardToResult,0.2777777777777778
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegistrationUtils.RegistrationUtils,0.375
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,0.09090909090909091
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,0.1111111111111111
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegistrationUtils.processRegistration,0.35294117647058826
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,0.14285714285714285
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,0.25
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.createDefault,0.25
0,com.coveros.training.authentication.LoginUtils.createEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.equals,0.1
