,MethodA,MethodB,ReferenceCount
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResult.createDefault,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResultEnums.EMPTY_PASSWORD,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResultEnums.INSUFFICIENT_ENTROPY,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResultEnums.SUCCESS,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResultEnums.TOO_LONG,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.authentication.domainobjects.PasswordResultEnums.TOO_SHORT,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.helpers.CheckUtils.StringMustNotBeNullOrEmpty,1
0,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,com.coveros.training.helpers.CheckUtils.mustBeTrueAtThisPoint,1
0,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,com.coveros.training.authentication.RegistrationUtils.persistenceLayer,1
0,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,com.coveros.training.persistence.IPersistenceLayer.searchForUserByName,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.RegistrationUtils.isPasswordGood,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.RegistrationUtils.isUserInDatabase,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.RegistrationUtils.logger,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.PasswordResult.status,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.PasswordResultEnums.SUCCESS,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,2
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.ALREADY_REGISTERED,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.BAD_PASSWORD,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.SUCCESSFULLY_REGISTERED,1
0,com.coveros.training.authentication.RegistrationUtils.processRegistration,com.coveros.training.helpers.CheckUtils.StringMustNotBeNullOrEmpty,1
0,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,com.coveros.training.authentication.RegistrationUtils.persistenceLayer,1
0,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,com.coveros.training.persistence.IPersistenceLayer.saveNewUser,1
0,com.coveros.training.authentication.RegistrationUtils.saveToDatabase,com.coveros.training.persistence.IPersistenceLayer.updateUserWithPassword,1
0,com.coveros.training.authentication.RegistrationUtils.static {},com.coveros.training.authentication.RegistrationUtils.logger,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResult.entropy,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResult.message,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResult.status,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOffline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOnline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.createDefault,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.createEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.PasswordResult,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.createEmpty,com.coveros.training.authentication.domainobjects.PasswordResultEnums.NULL,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.equals,com.coveros.training.authentication.domainobjects.PasswordResult.entropy,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.equals,com.coveros.training.authentication.domainobjects.PasswordResult.message,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.equals,com.coveros.training.authentication.domainobjects.PasswordResult.status,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.equals,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOffline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.equals,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOnline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,com.coveros.training.authentication.domainobjects.PasswordResult.entropy,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,com.coveros.training.authentication.domainobjects.PasswordResult.message,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,com.coveros.training.authentication.domainobjects.PasswordResult.status,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOffline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.hashCode,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOnline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.isEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.createEmpty,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.isEmpty,com.coveros.training.authentication.domainobjects.PasswordResult.equals,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,com.coveros.training.authentication.domainobjects.PasswordResult.entropy,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,com.coveros.training.authentication.domainobjects.PasswordResult.message,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,com.coveros.training.authentication.domainobjects.PasswordResult.status,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOffline,1
0,com.coveros.training.authentication.domainobjects.PasswordResult.toPrettyString,com.coveros.training.authentication.domainobjects.PasswordResult.timeToCrackOnline,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.$VALUES,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.EMPTY_PASSWORD,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.INSUFFICIENT_ENTROPY,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.NULL,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.PasswordResultEnums,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.SUCCESS,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.TOO_LONG,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.static {},com.coveros.training.authentication.domainobjects.PasswordResultEnums.TOO_SHORT,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.values,com.coveros.training.authentication.domainobjects.PasswordResultEnums.$VALUES,1
0,com.coveros.training.authentication.domainobjects.PasswordResultEnums.values,com.coveros.training.authentication.domainobjects.PasswordResultEnums[].clone,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,com.coveros.training.authentication.domainobjects.RegistrationResult.message,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,com.coveros.training.authentication.domainobjects.RegistrationResult.status,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,com.coveros.training.authentication.domainobjects.RegistrationResult.wasSuccessfullyRegistered,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.createEmpty,com.coveros.training.authentication.domainobjects.RegistrationResult.RegistrationResult,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.createEmpty,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.EMPTY,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,com.coveros.training.authentication.domainobjects.RegistrationResult.message,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,com.coveros.training.authentication.domainobjects.RegistrationResult.status,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,com.coveros.training.authentication.domainobjects.RegistrationResult.wasSuccessfullyRegistered,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.hashCode,com.coveros.training.authentication.domainobjects.RegistrationResult.message,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.hashCode,com.coveros.training.authentication.domainobjects.RegistrationResult.status,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.hashCode,com.coveros.training.authentication.domainobjects.RegistrationResult.wasSuccessfullyRegistered,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.isEmpty,com.coveros.training.authentication.domainobjects.RegistrationResult.createEmpty,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.isEmpty,com.coveros.training.authentication.domainobjects.RegistrationResult.equals,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.toPrettyString,com.coveros.training.authentication.domainobjects.RegistrationResult.message,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.toPrettyString,com.coveros.training.authentication.domainobjects.RegistrationResult.status,1
0,com.coveros.training.authentication.domainobjects.RegistrationResult.toPrettyString,com.coveros.training.authentication.domainobjects.RegistrationResult.wasSuccessfullyRegistered,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.$VALUES,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.ALREADY_REGISTERED,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.BAD_PASSWORD,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.EMPTY,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.EMPTY_PASSWORD,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.EMPTY_USERNAME,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.RegistrationStatusEnums,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.static {},com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.SUCCESSFULLY_REGISTERED,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.values,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.$VALUES,1
0,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums.values,com.coveros.training.authentication.domainobjects.RegistrationStatusEnums[].clone,1
0,com.coveros.training.authentication.domainobjects.User.User,com.coveros.training.authentication.domainobjects.User.id,1
0,com.coveros.training.authentication.domainobjects.User.User,com.coveros.training.authentication.domainobjects.User.name,1
0,com.coveros.training.authentication.domainobjects.User.createEmpty,com.coveros.training.authentication.domainobjects.User.User,1
0,com.coveros.training.authentication.domainobjects.User.equals,com.coveros.training.authentication.domainobjects.User.id,1
0,com.coveros.training.authentication.domainobjects.User.equals,com.coveros.training.authentication.domainobjects.User.name,1
0,com.coveros.training.authentication.domainobjects.User.hashCode,com.coveros.training.authentication.domainobjects.User.id,1
0,com.coveros.training.authentication.domainobjects.User.hashCode,com.coveros.training.authentication.domainobjects.User.name,1
0,com.coveros.training.authentication.domainobjects.User.isEmpty,com.coveros.training.authentication.domainobjects.User.createEmpty,1
0,com.coveros.training.authentication.domainobjects.User.isEmpty,com.coveros.training.authentication.domainobjects.User.equals,1
0,com.coveros.training.expenses.AlcoholCalculator.calculate,com.coveros.training.expenses.AlcoholResult.returnEmpty,1
0,com.coveros.training.expenses.AlcoholResult.AlcoholResult,com.coveros.training.expenses.AlcoholResult.alcoholPrice,1
0,com.coveros.training.expenses.AlcoholResult.AlcoholResult,com.coveros.training.expenses.AlcoholResult.foodPrice,1
0,com.coveros.training.expenses.AlcoholResult.AlcoholResult,com.coveros.training.expenses.AlcoholResult.foodRatio,1
0,com.coveros.training.expenses.AlcoholResult.returnEmpty,com.coveros.training.expenses.AlcoholResult.AlcoholResult,1
0,com.coveros.training.expenses.DinnerPrices.DinnerPrices,com.coveros.training.expenses.DinnerPrices.foodTotal,1
0,com.coveros.training.expenses.DinnerPrices.DinnerPrices,com.coveros.training.expenses.DinnerPrices.subTotal,1
0,com.coveros.training.expenses.DinnerPrices.DinnerPrices,com.coveros.training.expenses.DinnerPrices.tax,1
0,com.coveros.training.expenses.DinnerPrices.DinnerPrices,com.coveros.training.expenses.DinnerPrices.tip,1
0,com.coveros.training.helpers.CheckUtils.mustBeTrueAtThisPoint,com.coveros.training.helpers.AssertionException.AssertionException,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.doGet,com.coveros.training.helpers.ServletUtils.forwardToRestfulResult,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.doGet,com.coveros.training.library.LibraryBookListAvailableServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.doGet,com.coveros.training.library.LibraryBookListAvailableServlet.logger,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.doGet,com.coveros.training.library.LibraryUtils.listAvailableBooks,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.static {},com.coveros.training.library.LibraryBookListAvailableServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.static {},com.coveros.training.library.LibraryBookListAvailableServlet.logger,1
0,com.coveros.training.library.LibraryBookListAvailableServlet.static {},com.coveros.training.library.LibraryUtils.LibraryUtils,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.helpers.ServletUtils.forwardToRestfulResult,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.helpers.StringUtils.makeNotNullable,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.library.LibraryBookListSearchServlet.listAllBooks,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.library.LibraryBookListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.library.LibraryBookListSearchServlet.searchById,1
0,com.coveros.training.library.LibraryBookListSearchServlet.doGet,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,1
0,com.coveros.training.library.LibraryBookListSearchServlet.listAllBooks,com.coveros.training.library.LibraryBookListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListSearchServlet.listAllBooks,com.coveros.training.library.LibraryBookListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBookListSearchServlet.listAllBooks,com.coveros.training.library.LibraryUtils.listAllBooks,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchById,com.coveros.training.library.LibraryBookListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchById,com.coveros.training.library.LibraryBookListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchById,com.coveros.training.library.LibraryUtils.searchForBookById,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchById,com.coveros.training.library.domainobjects.Book.isEmpty,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchById,com.coveros.training.library.domainobjects.Book.toOutputString,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,com.coveros.training.library.LibraryBookListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,com.coveros.training.library.LibraryBookListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,com.coveros.training.library.LibraryUtils.searchForBookByTitle,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,com.coveros.training.library.domainobjects.Book.isEmpty,1
0,com.coveros.training.library.LibraryBookListSearchServlet.searchByTitle,com.coveros.training.library.domainobjects.Book.toOutputString,1
0,com.coveros.training.library.LibraryBookListSearchServlet.static {},com.coveros.training.library.LibraryBookListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBookListSearchServlet.static {},com.coveros.training.library.LibraryBookListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBookListSearchServlet.static {},com.coveros.training.library.LibraryUtils.LibraryUtils,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.helpers.ServletUtils.forwardToRestfulResult,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.helpers.StringUtils.makeNotNullable,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.library.LibraryBorrowerListSearchServlet.listAllBorrowers,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.library.LibraryBorrowerListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.doGet,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.listAllBorrowers,com.coveros.training.library.LibraryBorrowerListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.listAllBorrowers,com.coveros.training.library.LibraryBorrowerListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.listAllBorrowers,com.coveros.training.library.LibraryUtils.listAllBorrowers,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,com.coveros.training.library.LibraryBorrowerListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,com.coveros.training.library.LibraryBorrowerListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,com.coveros.training.library.LibraryUtils.searchForBorrowerById,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,com.coveros.training.library.domainobjects.Borrower.isEmpty,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchById,com.coveros.training.library.domainobjects.Borrower.toOutputString,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,com.coveros.training.library.LibraryBorrowerListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,com.coveros.training.library.LibraryBorrowerListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,com.coveros.training.library.LibraryUtils.searchForBorrowerByName,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,com.coveros.training.library.domainobjects.Borrower.isEmpty,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.searchByName,com.coveros.training.library.domainobjects.Borrower.toOutputString,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.static {},com.coveros.training.library.LibraryBorrowerListSearchServlet.libraryUtils,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.static {},com.coveros.training.library.LibraryBorrowerListSearchServlet.logger,1
0,com.coveros.training.library.LibraryBorrowerListSearchServlet.static {},com.coveros.training.library.LibraryUtils.LibraryUtils,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.helpers.ServletUtils.forwardToResult,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.helpers.StringUtils.makeNotNullable,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.LibraryLendServlet.getDateNow,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.LibraryLendServlet.libraryUtils,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.LibraryLendServlet.logger,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.LibraryUtils.lendBook,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.NO_BOOK_TITLE_PROVIDED,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.NO_BORROWER_PROVIDED,1
0,com.coveros.training.library.LibraryLendServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.toString,1
0,com.coveros.training.library.LibraryLendServlet.static {},com.coveros.training.library.LibraryLendServlet.libraryUtils,1
0,com.coveros.training.library.LibraryLendServlet.static {},com.coveros.training.library.LibraryLendServlet.logger,1
0,com.coveros.training.library.LibraryLendServlet.static {},com.coveros.training.library.LibraryUtils.LibraryUtils,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.helpers.ServletUtils.forwardToResult,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.helpers.StringUtils.makeNotNullable,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.library.LibraryRegisterBookServlet.libraryUtils,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.library.LibraryRegisterBookServlet.logger,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.library.LibraryUtils.registerBook,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.NO_BOOK_TITLE_PROVIDED,1
0,com.coveros.training.library.LibraryRegisterBookServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.toString,1
0,com.coveros.training.library.LibraryRegisterBookServlet.static {},com.coveros.training.library.LibraryRegisterBookServlet.libraryUtils,1
0,com.coveros.training.library.LibraryRegisterBookServlet.static {},com.coveros.training.library.LibraryRegisterBookServlet.logger,1
0,com.coveros.training.library.LibraryRegisterBookServlet.static {},com.coveros.training.library.LibraryUtils.LibraryUtils,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.helpers.ServletUtils.forwardToResult,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.helpers.StringUtils.makeNotNullable,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.library.LibraryRegisterBorrowerServlet.libraryUtils,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.library.LibraryRegisterBorrowerServlet.logger,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.library.LibraryUtils.registerBorrower,1
0,com.coveros.training.library.LibraryRegisterBorrowerServlet.doPost,com.coveros.training.library.domainobjects.LibraryActionResults.NO_BORROWER_PROVIDED,1
